Line,Km,Speed[km/h],SampleCount [n.],Slope1 [mm/m],Slope2 [mm/m],CoachRoll [rad],CoachStagger [mm],CoachHeight [mm],Temperature [?],Last Pole Code [---],HeightWire1 [mm],HeightWire2 [mm],HeightWire3 [mm],HeightWire4 [mm],StaggerWire1 [mm],StaggerWire2 [mm],StaggerWire3 [mm],StaggerWire4 [mm],WearWire1 [mm],WearWire2 [mm],WearWire3 [mm],WearWire4 [mm]
GREY LINE,48.4332,3.6,275,0.47,0.011,0,0,0,0,,4290.363,4288.525,1.#IO,1.#IO,-14.643,-54.163,1.#IO,1.#IO,12.663,12.622,1.#IO,1.#IO
GREY LINE,48.4332,3.6,276,0.542,0.024,0,0,0,0,,4290.372,4288.488,1.#IO,1.#IO,-14.596,-54.115,1.#IO,1.#IO,12.663,12.622,1.#IO,1.#IO
GREY LINE,48.4332,3.6,277,0.622,0.035,0,0,0,0,,4290.391,4288.497,1.#IO,1.#IO,-14.545,-54.067,1.#IO,1.#IO,12.663,12.622,1.#IO,1.#IO
GREY LINE,48.4332,3.6,278,0.691,0.047,0,0,0,0,,4290.336,4288.521,1.#IO,1.#IO,-14.499,-54.018,1.#IO,1.#IO,12.664,12.62,1.#IO,1.#IO
GREY LINE,48.4332,3.6,279,0.773,0.059,0,0,0,0,,4290.351,4288.468,1.#IO,1.#IO,-14.448,-53.984,1.#IO,1.#IO,12.664,12.619,1.#IO,1.#IO
GREY LINE,48.4334,3.6,280,0.846,0.073,0,0,0,0,,4290.35,4288.467,1.#IO,1.#IO,-14.395,-53.937,1.#IO,1.#IO,12.664,12.62,1.#IO,1.#IO
GREY LINE,48.4334,3.6,281,0.918,0.082,0,0,0,0,,4290.352,4288.457,1.#IO,1.#IO,-14.368,-53.879,1.#IO,1.#IO,12.665,12.621,1.#IO,1.#IO
GREY LINE,48.4334,3.6,282,0.989,0.095,0,0,0,0,,4290.37,4288.377,1.#IO,1.#IO,-14.311,-53.819,1.#IO,1.#IO,12.665,12.622,1.#IO,1.#IO
GREY LINE,48.4334,3.6,283,1.06,0.108,0,0,0,0,,4290.407,4288.377,1.#IO,1.#IO,-14.259,-53.79,1.#IO,1.#IO,12.666,12.622,1.#IO,1.#IO
GREY LINE,48.4334,3.6,284,1.131,0.117,0,0,0,0,,4290.408,4288.35,1.#IO,1.#IO,-14.209,-53.76,1.#IO,1.#IO,12.667,12.623,1.#IO,1.#IO
GREY LINE,48.4334,3.6,285,1.194,0.131,0,0,0,0,,4290.418,4288.346,1.#IO,1.#IO,-14.153,-53.727,1.#IO,1.#IO,12.667,12.623,1.#IO,1.#IO
GREY LINE,48.4334,3.6,286,1.264,0.142,0,0,0,0,,4290.409,4288.351,1.#IO,1.#IO,-14.096,-53.699,1.#IO,1.#IO,12.668,12.624,1.#IO,1.#IO
GREY LINE,48.4334,3.6,287,1.329,0.151,0,0,0,0,,4290.423,4288.336,1.#IO,1.#IO,-14.048,-53.668,1.#IO,1.#IO,12.668,12.624,1.#IO,1.#IO
GREY LINE,48.4334,3.6,288,1.385,0.166,0,0,0,0,,4290.44,4288.323,1.#IO,1.#IO,-13.99,-53.641,1.#IO,1.#IO,12.668,12.624,1.#IO,1.#IO
GREY LINE,48.4334,3.6,289,1.449,0.176,0,0,0,0,,4290.439,4288.32,1.#IO,1.#IO,-13.933,-53.616,1.#IO,1.#IO,12.668,12.624,1.#IO,1.#IO
GREY LINE,48.4336,3.7,290,1.507,0.184,0,0,0,0,,4290.447,4288.316,1.#IO,1.#IO,-13.88,-53.59,1.#IO,1.#IO,12.669,12.625,1.#IO,1.#IO
GREY LINE,48.4336,3.7,291,1.563,0.195,0,0,0,0,,4290.465,4288.314,1.#IO,1.#IO,-13.824,-53.564,1.#IO,1.#IO,12.669,12.625,1.#IO,1.#IO
GREY LINE,48.4336,3.7,292,1.62,0.204,0,0,0,0,,4290.463,4288.308,1.#IO,1.#IO,-13.767,-53.54,1.#IO,1.#IO,12.669,12.625,1.#IO,1.#IO
GREY LINE,48.4336,3.7,293,1.675,0.212,0,0,0,0,,4290.475,4288.282,1.#IO,1.#IO,-13.714,-53.515,1.#IO,1.#IO,12.67,12.626,1.#IO,1.#IO
GREY LINE,48.4336,3.7,294,1.727,0.223,0,0,0,0,,4290.496,4288.278,1.#IO,1.#IO,-13.664,-53.491,1.#IO,1.#IO,12.67,12.627,1.#IO,1.#IO
GREY LINE,48.4336,3.7,295,1.777,0.229,0,0,0,0,,4290.58,4288.268,1.#IO,1.#IO,-13.63,-53.467,1.#IO,1.#IO,12.67,12.628,1.#IO,1.#IO
GREY LINE,48.4336,3.7,296,1.821,0.238,0,0,0,0,,4290.574,4288.241,1.#IO,1.#IO,-13.583,-53.446,1.#IO,1.#IO,12.67,12.63,1.#IO,1.#IO
GREY LINE,48.4336,3.7,297,1.865,0.246,0,0,0,0,,4290.58,4288.232,1.#IO,1.#IO,-13.532,-53.424,1.#IO,1.#IO,12.67,12.632,1.#IO,1.#IO
GREY LINE,48.4336,3.7,298,1.906,0.252,0,0,0,0,,4290.566,4288.211,1.#IO,1.#IO,-13.488,-53.401,1.#IO,1.#IO,12.67,12.633,1.#IO,1.#IO
GREY LINE,48.4336,3.7,299,1.945,0.259,0,0,0,0,,4290.602,4288.193,1.#IO,1.#IO,-13.456,-53.383,1.#IO,1.#IO,12.674,12.633,1.#IO,1.#IO
GREY LINE,48.4338,3.8,300,1.979,0.265,0,0,0,0,,4290.618,4288.182,1.#IO,1.#IO,-13.407,-53.363,1.#IO,1.#IO,12.676,12.636,1.#IO,1.#IO
GREY LINE,48.4338,3.8,301,2.016,0.272,0,0,0,0,,4290.679,4288.155,1.#IO,1.#IO,-13.372,-53.342,1.#IO,1.#IO,12.679,12.638,1.#IO,1.#IO
GREY LINE,48.4338,3.8,302,1.986,0.28,0,0,0,0,,4290.703,4287.974,1.#IO,1.#IO,-13.328,-53.303,1.#IO,1.#IO,12.679,12.64,1.#IO,1.#IO
GREY LINE,48.4338,3.8,303,1.955,0.287,0,0,0,0,,4290.764,4287.956,1.#IO,1.#IO,-13.276,-53.279,1.#IO,1.#IO,12.68,12.641,1.#IO,1.#IO
GREY LINE,48.4338,3.8,304,1.924,0.294,0,0,0,0,,4290.766,4287.935,1.#IO,1.#IO,-13.237,-53.261,1.#IO,1.#IO,12.683,12.642,1.#IO,1.#IO
GREY LINE,48.4338,3.8,305,1.885,0.3,0,0,0,0,,4290.792,4287.902,1.#IO,1.#IO,-13.197,-53.25,1.#IO,1.#IO,12.686,12.644,1.#IO,1.#IO
GREY LINE,48.4338,3.8,306,1.848,0.307,0,0,0,0,,4290.815,4287.868,1.#IO,1.#IO,-13.155,-53.233,1.#IO,1.#IO,12.689,12.645,1.#IO,1.#IO
GREY LINE,48.4338,3.8,307,1.816,0.311,0,0,0,0,,4290.652,4287.839,1.#IO,1.#IO,-13.113,-53.216,1.#IO,1.#IO,12.692,12.647,1.#IO,1.#IO
GREY LINE,48.4338,3.8,308,1.779,0.315,0,0,0,0,,4290.664,1.#IO,1.#IO,1.#IO,-13.079,1.#IO,1.#IO,1.#IO,12.694,1.#IO,1.#IO,1.#IO
GREY LINE,48.4338,3.8,309,1.739,0.319,0,0,0,0,,4290.674,1.#IO,1.#IO,1.#IO,-13.045,1.#IO,1.#IO,1.#IO,12.694,1.#IO,1.#IO,1.#IO
GREY LINE,48.434,3.9,310,1.698,0.326,0,0,0,0,,4290.725,1.#IO,1.#IO,1.#IO,-13.024,1.#IO,1.#IO,1.#IO,12.695,1.#IO,1.#IO,1.#IO
GREY LINE,48.434,3.9,311,1.66,0.328,0,0,0,0,,4290.747,1.#IO,1.#IO,1.#IO,-12.995,1.#IO,1.#IO,1.#IO,12.697,1.#IO,1.#IO,1.#IO
GREY LINE,48.434,3.9,312,1.617,0.333,0,0,0,0,,4290.755,1.#IO,1.#IO,1.#IO,-12.959,1.#IO,1.#IO,1.#IO,12.697,1.#IO,1.#IO,1.#IO
GREY LINE,48.434,3.9,313,1.578,0.339,0,0,0,0,,4290.78,1.#IO,1.#IO,1.#IO,-12.932,1.#IO,1.#IO,1.#IO,12.697,1.#IO,1.#IO,1.#IO
GREY LINE,48.434,3.9,314,1.535,0.341,0,0,0,0,,4290.801,1.#IO,1.#IO,1.#IO,-12.901,1.#IO,1.#IO,1.#IO,12.7,1.#IO,1.#IO,1.#IO
GREY LINE,48.434,3.9,315,1.492,0.347,0,0,0,0,,4290.818,1.#IO,1.#IO,1.#IO,-12.869,1.#IO,1.#IO,1.#IO,12.701,1.#IO,1.#IO,1.#IO
GREY LINE,48.434,3.9,316,1.453,0.349,0,0,0,0,,4290.829,1.#IO,1.#IO,1.#IO,-12.841,1.#IO,1.#IO,1.#IO,12.703,1.#IO,1.#IO,1.#IO
GREY LINE,48.434,3.9,317,1.415,0.351,0,0,0,0,,4290.859,1.#IO,1.#IO,1.#IO,-12.807,1.#IO,1.#IO,1.#IO,12.705,1.#IO,1.#IO,1.#IO
GREY LINE,48.434,3.9,318,1.367,0.356,0,0,0,0,,4290.884,1.#IO,1.#IO,1.#IO,-12.77,1.#IO,1.#IO,1.#IO,12.707,1.#IO,1.#IO,1.#IO
GREY LINE,48.434,3.9,319,1.329,0.357,0,0,0,0,,4290.904,1.#IO,1.#IO,1.#IO,-12.735,1.#IO,1.#IO,1.#IO,12.709,1.#IO,1.#IO,1.#IO
GREY LINE,48.4342,4,320,1.283,0.357,0,0,0,0,,4290.95,1.#IO,1.#IO,1.#IO,-12.702,1.#IO,1.#IO,1.#IO,12.712,1.#IO,1.#IO,1.#IO
GREY LINE,48.4342,4,321,1.245,0.361,0,0,0,0,,4290.976,1.#IO,1.#IO,1.#IO,-12.666,1.#IO,1.#IO,1.#IO,12.714,1.#IO,1.#IO,1.#IO
GREY LINE,48.4342,4,322,1.206,0.36,0,0,0,0,,4291.03,1.#IO,1.#IO,1.#IO,-12.628,1.#IO,1.#IO,1.#IO,12.717,1.#IO,1.#IO,1.#IO
GREY LINE,48.4342,4,323,1.173,0.362,0,0,0,0,,4291.071,1.#IO,1.#IO,1.#IO,-12.577,1.#IO,1.#IO,1.#IO,12.717,1.#IO,1.#IO,1.#IO
GREY LINE,48.4342,4,324,1.138,0.366,0,0,0,0,,4291.1,1.#IO,1.#IO,1.#IO,-12.546,1.#IO,1.#IO,1.#IO,12.718,1.#IO,1.#IO,1.#IO
GREY LINE,48.4342,4,325,1.101,0.362,0,0,0,0,,4291.137,1.#IO,1.#IO,1.#IO,-12.514,1.#IO,1.#IO,1.#IO,12.721,1.#IO,1.#IO,1.#IO
GREY LINE,48.4342,4,326,1.061,0.365,0,0,0,0,,4291.171,1.#IO,1.#IO,1.#IO,-12.475,1.#IO,1.#IO,1.#IO,12.723,1.#IO,1.#IO,1.#IO
GREY LINE,48.4342,4,327,1.018,0.368,0,0,0,0,,4291.195,1.#IO,1.#IO,1.#IO,-12.439,1.#IO,1.#IO,1.#IO,12.725,1.#IO,1.#IO,1.#IO
GREY LINE,48.4342,4,328,0.977,0.367,0,0,0,0,,4291.25,1.#IO,1.#IO,1.#IO,-12.403,1.#IO,1.#IO,1.#IO,12.725,1.#IO,1.#IO,1.#IO
GREY LINE,48.4342,4,329,0.94,0.367,0,0,0,0,,4291.352,1.#IO,1.#IO,1.#IO,-12.371,1.#IO,1.#IO,1.#IO,12.725,1.#IO,1.#IO,1.#IO
GREY LINE,48.4344,4,330,0.907,0.368,0,0,0,0,,4291.354,1.#IO,1.#IO,1.#IO,-12.352,1.#IO,1.#IO,1.#IO,12.724,1.#IO,1.#IO,1.#IO
GREY LINE,48.4344,4,331,0.869,0.368,0,0,0,0,,4291.359,1.#IO,1.#IO,1.#IO,-12.333,1.#IO,1.#IO,1.#IO,12.724,1.#IO,1.#IO,1.#IO
GREY LINE,48.4344,4,332,0.833,0.368,0,0,0,0,,4291.38,1.#IO,1.#IO,1.#IO,-12.289,1.#IO,1.#IO,1.#IO,12.724,1.#IO,1.#IO,1.#IO
GREY LINE,48.4344,4,333,0.802,0.368,0,0,0,0,,4291.388,1.#IO,1.#IO,1.#IO,-12.274,1.#IO,1.#IO,1.#IO,12.724,1.#IO,1.#IO,1.#IO
GREY LINE,48.4344,4,334,0.761,0.367,0,0,0,0,,4291.4,1.#IO,1.#IO,1.#IO,-12.259,1.#IO,1.#IO,1.#IO,12.725,1.#IO,1.#IO,1.#IO
GREY LINE,48.4344,4,335,0.724,0.367,0,0,0,0,,4291.417,1.#IO,1.#IO,1.#IO,-12.242,1.#IO,1.#IO,1.#IO,12.726,1.#IO,1.#IO,1.#IO
GREY LINE,48.4344,4,336,0.685,0.365,0,0,0,0,,4291.432,1.#IO,1.#IO,1.#IO,-12.231,1.#IO,1.#IO,1.#IO,12.726,1.#IO,1.#IO,1.#IO
GREY LINE,48.4344,4,337,0.641,0.364,0,0,0,0,,4291.457,1.#IO,1.#IO,1.#IO,-12.221,1.#IO,1.#IO,1.#IO,12.726,1.#IO,1.#IO,1.#IO
GREY LINE,48.4344,4,338,0.599,0.362,0,0,0,0,,4291.466,1.#IO,1.#IO,1.#IO,-12.204,1.#IO,1.#IO,1.#IO,12.725,1.#IO,1.#IO,1.#IO
GREY LINE,48.4344,4,339,0.553,0.361,0,0,0,0,,4291.475,1.#IO,1.#IO,1.#IO,-12.198,1.#IO,1.#IO,1.#IO,12.725,1.#IO,1.#IO,1.#IO
GREY LINE,48.4346,4.1,340,0.51,0.361,0,0,0,0,,4291.502,1.#IO,1.#IO,1.#IO,-12.191,1.#IO,1.#IO,1.#IO,12.726,1.#IO,1.#IO,1.#IO
GREY LINE,48.4346,4.1,341,0.472,0.357,0,0,0,0,,4291.521,1.#IO,1.#IO,1.#IO,-12.183,1.#IO,1.#IO,1.#IO,12.726,1.#IO,1.#IO,1.#IO
GREY LINE,48.4346,4.1,342,0.431,0.357,0,0,0,0,,4291.528,1.#IO,1.#IO,1.#IO,-12.179,1.#IO,1.#IO,1.#IO,12.727,1.#IO,1.#IO,1.#IO
GREY LINE,48.4346,4.1,343,0.388,0.356,0,0,0,0,,4291.545,1.#IO,1.#IO,1.#IO,-12.176,1.#IO,1.#IO,1.#IO,12.727,1.#IO,1.#IO,1.#IO
GREY LINE,48.4346,4.1,344,0.353,0.353,0,0,0,0,,4291.554,1.#IO,1.#IO,1.#IO,-12.17,1.#IO,1.#IO,1.#IO,12.727,1.#IO,1.#IO,1.#IO
GREY LINE,48.4346,4.1,345,0.314,0.351,0,0,0,0,,4291.56,1.#IO,1.#IO,1.#IO,-12.164,1.#IO,1.#IO,1.#IO,12.728,1.#IO,1.#IO,1.#IO
GREY LINE,48.4346,4.1,346,0.271,0.349,0,0,0,0,,4291.469,1.#IO,1.#IO,1.#IO,-12.136,1.#IO,1.#IO,1.#IO,12.726,1.#IO,1.#IO,1.#IO
GREY LINE,48.4346,4.1,347,0.224,0.348,0,0,0,0,,4291.507,1.#IO,1.#IO,1.#IO,-12.128,1.#IO,1.#IO,1.#IO,12.726,1.#IO,1.#IO,1.#IO
GREY LINE,48.4346,4.1,348,0.18,0.347,0,0,0,0,,4291.534,1.#IO,1.#IO,1.#IO,-12.127,1.#IO,1.#IO,1.#IO,12.727,1.#IO,1.#IO,1.#IO
GREY LINE,48.4346,4.1,349,0.132,0.342,0,0,0,0,,4291.594,1.#IO,1.#IO,1.#IO,-12.114,1.#IO,1.#IO,1.#IO,12.727,1.#IO,1.#IO,1.#IO
GREY LINE,48.4348,4.2,350,0.085,0.339,0,0,0,0,,4291.579,1.#IO,1.#IO,1.#IO,-12.089,1.#IO,1.#IO,1.#IO,12.728,1.#IO,1.#IO,1.#IO
GREY LINE,48.4348,4.2,351,0.028,0.334,0,0,0,0,,4291.585,1.#IO,1.#IO,1.#IO,-12.087,1.#IO,1.#IO,1.#IO,12.728,1.#IO,1.#IO,1.#IO
GREY LINE,48.4348,4.2,352,-0.029,0.331,0,0,0,0,,4291.527,4289.322,1.#IO,1.#IO,-12.071,-51.494,1.#IO,1.#IO,12.729,12.654,1.#IO,1.#IO
GREY LINE,48.4348,4.2,353,-0.09,0.326,0,0,0,0,,4291.532,4289.328,1.#IO,1.#IO,-12.073,-51.467,1.#IO,1.#IO,12.73,12.651,1.#IO,1.#IO
GREY LINE,48.4348,4.2,354,-0.152,0.319,0,0,0,0,,4291.377,4289.333,1.#IO,1.#IO,-12.075,-51.442,1.#IO,1.#IO,12.731,12.65,1.#IO,1.#IO
GREY LINE,48.4348,4.2,355,-0.22,0.315,0,0,0,0,,4289.354,1.#IO,1.#IO,1.#IO,-51.415,1.#IO,1.#IO,1.#IO,12.651,1.#IO,1.#IO,1.#IO
GREY LINE,48.4348,4.2,356,-0.284,0.309,0,0,0,0,,4289.362,1.#IO,1.#IO,1.#IO,-51.384,1.#IO,1.#IO,1.#IO,12.651,1.#IO,1.#IO,1.#IO
GREY LINE,48.4348,4.2,357,-0.358,0.303,0,0,0,0,,4289.373,1.#IO,1.#IO,1.#IO,-51.355,1.#IO,1.#IO,1.#IO,12.651,1.#IO,1.#IO,1.#IO
GREY LINE,48.4348,4.2,358,-0.337,0.296,0,0,0,0,,4289.384,1.#IO,1.#IO,1.#IO,-51.333,1.#IO,1.#IO,1.#IO,12.652,1.#IO,1.#IO,1.#IO
GREY LINE,48.4348,4.2,359,-0.33,0.289,0,0,0,0,,4289.392,1.#IO,1.#IO,1.#IO,-51.307,1.#IO,1.#IO,1.#IO,12.65,1.#IO,1.#IO,1.#IO
GREY LINE,48.435,4.2,360,-0.313,0.281,0,0,0,0,,4289.39,1.#IO,1.#IO,1.#IO,-51.281,1.#IO,1.#IO,1.#IO,12.649,1.#IO,1.#IO,1.#IO
GREY LINE,48.435,4.2,361,-0.298,0.276,0,0,0,0,,4289.401,1.#IO,1.#IO,1.#IO,-51.257,1.#IO,1.#IO,1.#IO,12.65,1.#IO,1.#IO,1.#IO
GREY LINE,48.435,4.2,362,-0.277,0.266,0,0,0,0,,4289.423,1.#IO,1.#IO,1.#IO,-51.233,1.#IO,1.#IO,1.#IO,12.65,1.#IO,1.#IO,1.#IO
GREY LINE,48.435,4.2,363,-0.26,0.26,0,0,0,0,,4289.438,1.#IO,1.#IO,1.#IO,-51.21,1.#IO,1.#IO,1.#IO,12.651,1.#IO,1.#IO,1.#IO
GREY LINE,48.435,4.2,364,-0.246,0.25,0,0,0,0,,4289.463,1.#IO,1.#IO,1.#IO,-51.19,1.#IO,1.#IO,1.#IO,12.652,1.#IO,1.#IO,1.#IO
GREY LINE,48.435,4.2,365,-0.228,0.242,0,0,0,0,,4289.504,1.#IO,1.#IO,1.#IO,-51.166,1.#IO,1.#IO,1.#IO,12.652,1.#IO,1.#IO,1.#IO
GREY LINE,48.435,4.2,366,-0.214,0.234,0,0,0,0,,4289.53,1.#IO,1.#IO,1.#IO,-51.143,1.#IO,1.#IO,1.#IO,12.652,1.#IO,1.#IO,1.#IO
GREY LINE,48.435,4.2,367,-0.203,0.227,0,0,0,0,,4289.53,1.#IO,1.#IO,1.#IO,-51.123,1.#IO,1.#IO,1.#IO,12.653,1.#IO,1.#IO,1.#IO
GREY LINE,48.435,4.2,368,-0.187,0.216,0,0,0,0,,4289.493,1.#IO,1.#IO,1.#IO,-51.121,1.#IO,1.#IO,1.#IO,12.653,1.#IO,1.#IO,1.#IO
GREY LINE,48.435,4.2,369,-0.172,0.21,0,0,0,0,,4289.577,1.#IO,1.#IO,1.#IO,-51.112,1.#IO,1.#IO,1.#IO,12.653,1.#IO,1.#IO,1.#IO
GREY LINE,48.4352,4.3,370,-0.157,0.199,0,0,0,0,,4289.696,1.#IO,1.#IO,1.#IO,-51.1,1.#IO,1.#IO,1.#IO,12.654,1.#IO,1.#IO,1.#IO
GREY LINE,48.4352,4.3,371,-0.142,0.191,0,0,0,0,,4289.741,1.#IO,1.#IO,1.#IO,-51.082,1.#IO,1.#IO,1.#IO,12.654,1.#IO,1.#IO,1.#IO
GREY LINE,48.4352,4.3,372,-0.126,0.18,0,0,0,0,,4289.869,1.#IO,1.#IO,1.#IO,-51.078,1.#IO,1.#IO,1.#IO,12.654,1.#IO,1.#IO,1.#IO
GREY LINE,48.4352,4.3,373,-0.115,0.171,0,0,0,0,,4289.952,1.#IO,1.#IO,1.#IO,-51.067,1.#IO,1.#IO,1.#IO,12.655,1.#IO,1.#IO,1.#IO
GREY LINE,48.4352,4.3,374,-0.098,0.159,0,0,0,0,,4289.933,1.#IO,1.#IO,1.#IO,-51.019,1.#IO,1.#IO,1.#IO,12.655,1.#IO,1.#IO,1.#IO
GREY LINE,48.4352,4.3,375,-0.08,0.149,0,0,0,0,,4289.951,1.#IO,1.#IO,1.#IO,-50.97,1.#IO,1.#IO,1.#IO,12.655,1.#IO,1.#IO,1.#IO
GREY LINE,48.4352,4.3,376,-0.062,0.14,0,0,0,0,,4289.908,1.#IO,1.#IO,1.#IO,-50.915,1.#IO,1.#IO,1.#IO,12.655,1.#IO,1.#IO,1.#IO
GREY LINE,48.4352,4.3,377,-0.038,0.129,0,0,0,0,,4289.832,1.#IO,1.#IO,1.#IO,-50.868,1.#IO,1.#IO,1.#IO,12.654,1.#IO,1.#IO,1.#IO
GREY LINE,48.4352,4.3,378,-0.013,0.121,0,0,0,0,,4289.986,1.#IO,1.#IO,1.#IO,-50.823,1.#IO,1.#IO,1.#IO,12.654,1.#IO,1.#IO,1.#IO
GREY LINE,48.4352,4.3,379,0.01,0.108,0,0,0,0,,4290.126,1.#IO,1.#IO,1.#IO,-50.775,1.#IO,1.#IO,1.#IO,12.653,1.#IO,1.#IO,1.#IO
GREY LINE,48.4354,4.4,380,0.036,0.098,0,0,0,0,,4290.232,1.#IO,1.#IO,1.#IO,-50.709,1.#IO,1.#IO,1.#IO,12.653,1.#IO,1.#IO,1.#IO
GREY LINE,48.4354,4.4,381,0.056,0.088,0,0,0,0,,4290.306,1.#IO,1.#IO,1.#IO,-50.635,1.#IO,1.#IO,1.#IO,12.652,1.#IO,1.#IO,1.#IO
GREY LINE,48.4354,4.4,382,0.074,0.077,0,0,0,0,,4290.387,1.#IO,1.#IO,1.#IO,-50.558,1.#IO,1.#IO,1.#IO,12.651,1.#IO,1.#IO,1.#IO
GREY LINE,48.4354,4.4,383,0.096,0.065,0,0,0,0,,4290.416,1.#IO,1.#IO,1.#IO,-50.518,1.#IO,1.#IO,1.#IO,12.65,1.#IO,1.#IO,1.#IO
GREY LINE,48.4354,4.4,384,0.115,0.052,0,0,0,0,,4290.353,1.#IO,1.#IO,1.#IO,-50.466,1.#IO,1.#IO,1.#IO,12.649,1.#IO,1.#IO,1.#IO
GREY LINE,48.4354,4.4,385,0.134,0.042,0,0,0,0,,4290.441,1.#IO,1.#IO,1.#IO,-50.432,1.#IO,1.#IO,1.#IO,12.648,1.#IO,1.#IO,1.#IO
GREY LINE,48.4354,4.4,386,0.152,0.029,0,0,0,0,,4290.483,1.#IO,1.#IO,1.#IO,-50.388,1.#IO,1.#IO,1.#IO,12.647,1.#IO,1.#IO,1.#IO
GREY LINE,48.4354,4.4,387,0.176,0.019,0,0,0,0,,4290.389,1.#IO,1.#IO,1.#IO,-50.332,1.#IO,1.#IO,1.#IO,12.646,1.#IO,1.#IO,1.#IO
GREY LINE,48.4354,4.4,388,0.2,0.006,0,0,0,0,,4290.408,1.#IO,1.#IO,1.#IO,-50.287,1.#IO,1.#IO,1.#IO,12.645,1.#IO,1.#IO,1.#IO
GREY LINE,48.4354,4.4,389,0.227,-0.005,0,0,0,0,,4290.379,1.#IO,1.#IO,1.#IO,-50.227,1.#IO,1.#IO,1.#IO,12.644,1.#IO,1.#IO,1.#IO
GREY LINE,48.4356,4.5,390,0.252,-0.02,0,0,0,0,,4290.504,1.#IO,1.#IO,1.#IO,-50.178,1.#IO,1.#IO,1.#IO,12.643,1.#IO,1.#IO,1.#IO
GREY LINE,48.4356,4.5,391,0.277,-0.03,0,0,0,0,,4290.602,1.#IO,1.#IO,1.#IO,-50.103,1.#IO,1.#IO,1.#IO,12.642,1.#IO,1.#IO,1.#IO
GREY LINE,48.4356,4.5,392,0.302,-0.042,0,0,0,0,,4290.757,1.#IO,1.#IO,1.#IO,-50.035,1.#IO,1.#IO,1.#IO,12.641,1.#IO,1.#IO,1.#IO
GREY LINE,48.4356,4.5,393,0.32,-0.056,0,0,0,0,,4290.784,1.#IO,1.#IO,1.#IO,-49.96,1.#IO,1.#IO,1.#IO,12.639,1.#IO,1.#IO,1.#IO
GREY LINE,48.4356,4.5,394,0.342,-0.068,0,0,0,0,,4290.938,1.#IO,1.#IO,1.#IO,-49.901,1.#IO,1.#IO,1.#IO,12.638,1.#IO,1.#IO,1.#IO
GREY LINE,48.4356,4.5,395,0.356,-0.08,0,0,0,0,,4290.896,1.#IO,1.#IO,1.#IO,-49.842,1.#IO,1.#IO,1.#IO,12.637,1.#IO,1.#IO,1.#IO
GREY LINE,48.4356,4.5,396,0.373,-0.092,0,0,0,0,,4290.888,1.#IO,1.#IO,1.#IO,-49.797,1.#IO,1.#IO,1.#IO,12.635,1.#IO,1.#IO,1.#IO
GREY LINE,48.4356,4.5,397,0.391,-0.105,0,0,0,0,,4290.928,1.#IO,1.#IO,1.#IO,-49.756,1.#IO,1.#IO,1.#IO,12.634,1.#IO,1.#IO,1.#IO
GREY LINE,48.4356,4.5,398,0.409,-0.114,0,0,0,0,,4290.953,1.#IO,1.#IO,1.#IO,-49.716,1.#IO,1.#IO,1.#IO,12.633,1.#IO,1.#IO,1.#IO
GREY LINE,48.4356,4.5,399,0.43,-0.128,0,0,0,0,,4293.881,4290.979,1.#IO,1.#IO,-10.062,-49.674,1.#IO,1.#IO,12.745,12.632,1.#IO,1.#IO
GREY LINE,48.4358,4.5,400,0.451,-0.14,0,0,0,0,,4294.064,4290.887,1.#IO,1.#IO,-10.068,-49.615,1.#IO,1.#IO,12.746,12.63,1.#IO,1.#IO
GREY LINE,48.4358,4.5,401,0.475,-0.153,0,0,0,0,,4294.22,4290.922,1.#IO,1.#IO,-10.07,-49.573,1.#IO,1.#IO,12.746,12.629,1.#IO,1.#IO
GREY LINE,48.4358,4.5,402,0.434,-0.166,0,0,0,0,,4294.341,4290.945,1.#IO,1.#IO,-10.063,-49.533,1.#IO,1.#IO,12.746,12.628,1.#IO,1.#IO
GREY LINE,48.4358,4.5,403,0.392,-0.177,0,0,0,0,,4294.282,4290.964,1.#IO,1.#IO,-10.027,-49.493,1.#IO,1.#IO,12.746,12.627,1.#IO,1.#IO
GREY LINE,48.4358,4.5,404,0.347,-0.191,0,0,0,0,,4294.217,4290.991,1.#IO,1.#IO,-9.993,-49.457,1.#IO,1.#IO,12.746,12.626,1.#IO,1.#IO
GREY LINE,48.4358,4.5,405,0.301,-0.205,0,0,0,0,,4294.147,4291.011,1.#IO,1.#IO,-9.956,-49.416,1.#IO,1.#IO,12.746,12.625,1.#IO,1.#IO
GREY LINE,48.4358,4.5,406,0.254,-0.219,0,0,0,0,,4294.107,4291.02,1.#IO,1.#IO,-9.922,-49.379,1.#IO,1.#IO,12.746,12.624,1.#IO,1.#IO
GREY LINE,48.4358,4.5,407,0.21,-0.232,0,0,0,0,,4294.05,4291.029,1.#IO,1.#IO,-9.889,-49.345,1.#IO,1.#IO,12.747,12.624,1.#IO,1.#IO
GREY LINE,48.4358,4.5,408,0.166,-0.243,0,0,0,0,,4294.003,4291.042,1.#IO,1.#IO,-9.858,-49.308,1.#IO,1.#IO,12.747,12.623,1.#IO,1.#IO
GREY LINE,48.4358,4.5,409,0.121,-0.258,0,0,0,0,,4293.947,4291.037,1.#IO,1.#IO,-9.83,-49.293,1.#IO,1.#IO,12.748,12.623,1.#IO,1.#IO
