Line,Km,Speed[km/h],SampleCount [n.],Slope1 [mm/m],Slope2 [mm/m],CoachRoll [rad],CoachStagger [mm],CoachHeight [mm],Temperature [?],Last Pole Code [---],HeightWire1 [mm],HeightWire2 [mm],HeightWire3 [mm],HeightWire4 [mm],StaggerWire1 [mm],StaggerWire2 [mm],StaggerWire3 [mm],StaggerWire4 [mm],WearWire1 [mm],WearWire2 [mm],WearWire3 [mm],WearWire4 [mm]
PINK LINE,45.3876,5.8,233,-6.031,-1.713,0,0,0,0,,4267.459,4271.494,1.#IO,1.#IO,134.885,97.807,1.#IO,1.#IO,12.382,12.686,1.#IO,1.#IO
PINK LINE,45.3876,5.8,234,-6.185,-1.733,0,0,0,0,,4267.279,4271.495,1.#IO,1.#IO,134.805,97.743,1.#IO,1.#IO,12.383,12.685,1.#IO,1.#IO
PINK LINE,45.3876,5.8,235,-6.339,-1.75,0,0,0,0,,4267.145,4271.46,1.#IO,1.#IO,134.736,97.676,1.#IO,1.#IO,12.383,12.685,1.#IO,1.#IO
PINK LINE,45.3876,5.8,236,-6.485,-1.772,0,0,0,0,,4266.998,4271.409,1.#IO,1.#IO,134.663,97.602,1.#IO,1.#IO,12.389,12.686,1.#IO,1.#IO
PINK LINE,45.3876,5.8,237,-6.627,-1.791,0,0,0,0,,4266.901,4271.405,1.#IO,1.#IO,134.599,97.532,1.#IO,1.#IO,12.392,12.688,1.#IO,1.#IO
PINK LINE,45.3876,5.8,238,-6.758,-1.811,0,0,0,0,,4266.824,4271.538,1.#IO,1.#IO,134.542,97.488,1.#IO,1.#IO,12.39,12.69,1.#IO,1.#IO
PINK LINE,45.3876,5.8,239,-6.878,-1.831,0,0,0,0,,4266.692,4271.586,1.#IO,1.#IO,134.496,97.424,1.#IO,1.#IO,12.393,12.691,1.#IO,1.#IO
PINK LINE,45.3874,6,240,-6.994,-1.85,0,0,0,0,,4266.681,4271.532,1.#IO,1.#IO,134.452,97.351,1.#IO,1.#IO,12.392,12.695,1.#IO,1.#IO
PINK LINE,45.3874,6,241,-7.11,-1.872,0,0,0,0,,4266.658,4271.498,1.#IO,1.#IO,134.405,97.287,1.#IO,1.#IO,12.39,12.697,1.#IO,1.#IO
PINK LINE,45.3874,6,242,-7.227,-1.894,0,0,0,0,,4266.604,4271.244,1.#IO,1.#IO,134.355,97.2,1.#IO,1.#IO,12.39,12.698,1.#IO,1.#IO
PINK LINE,45.3874,6,243,-7.346,-1.916,0,0,0,0,,4266.466,4271.039,1.#IO,1.#IO,134.28,97.137,1.#IO,1.#IO,12.392,12.703,1.#IO,1.#IO
PINK LINE,45.3874,6,244,-7.455,-1.942,0,0,0,0,,4266.423,4270.857,1.#IO,1.#IO,134.194,97.075,1.#IO,1.#IO,12.393,12.709,1.#IO,1.#IO
PINK LINE,45.3874,6,245,-7.556,-1.963,0,0,0,0,,4266.386,4270.65,1.#IO,1.#IO,134.142,97.007,1.#IO,1.#IO,12.396,12.711,1.#IO,1.#IO
PINK LINE,45.3874,6,246,-7.647,-1.988,0,0,0,0,,4266.006,4270.476,1.#IO,1.#IO,134.065,96.956,1.#IO,1.#IO,12.391,12.711,1.#IO,1.#IO
PINK LINE,45.3874,6,247,-7.72,-2.011,0,0,0,0,,4265.569,4270.289,1.#IO,1.#IO,133.992,96.897,1.#IO,1.#IO,12.388,12.709,1.#IO,1.#IO
PINK LINE,45.3874,6,248,-7.777,-2.037,0,0,0,0,,4265.104,4270.14,1.#IO,1.#IO,133.91,96.813,1.#IO,1.#IO,12.386,12.708,1.#IO,1.#IO
PINK LINE,45.3874,6,249,-7.824,-2.063,0,0,0,0,,4264.698,4269.98,1.#IO,1.#IO,133.841,96.729,1.#IO,1.#IO,12.389,12.708,1.#IO,1.#IO
PINK LINE,45.3872,6.1,250,-7.855,-2.085,0,0,0,0,,4264.287,4269.896,1.#IO,1.#IO,133.774,96.652,1.#IO,1.#IO,12.394,12.71,1.#IO,1.#IO
PINK LINE,45.3872,6.1,251,-7.873,-2.112,0,0,0,0,,4263.933,4269.836,1.#IO,1.#IO,133.687,96.581,1.#IO,1.#IO,12.392,12.711,1.#IO,1.#IO
PINK LINE,45.3872,6.1,252,-7.876,-2.134,0,0,0,0,,4263.583,4269.711,1.#IO,1.#IO,133.601,96.5,1.#IO,1.#IO,12.394,12.714,1.#IO,1.#IO
PINK LINE,45.3872,6.1,253,-7.874,-2.159,0,0,0,0,,4263.247,4269.379,1.#IO,1.#IO,133.514,96.411,1.#IO,1.#IO,12.395,12.718,1.#IO,1.#IO
PINK LINE,45.3872,6.1,254,-7.876,-2.182,0,0,0,0,,4263.014,4269.066,1.#IO,1.#IO,133.453,96.321,1.#IO,1.#IO,12.4,12.72,1.#IO,1.#IO
PINK LINE,45.3872,6.1,255,-7.869,-2.204,0,0,0,0,,4262.939,4268.9,1.#IO,1.#IO,133.388,96.231,1.#IO,1.#IO,12.404,12.723,1.#IO,1.#IO
PINK LINE,45.3872,6.1,256,-7.862,-2.225,0,0,0,0,,4262.797,4268.784,1.#IO,1.#IO,133.305,96.157,1.#IO,1.#IO,12.403,12.726,1.#IO,1.#IO
PINK LINE,45.3872,6.1,257,-7.857,-2.247,0,0,0,0,,4262.633,4268.691,1.#IO,1.#IO,133.22,96.088,1.#IO,1.#IO,12.404,12.726,1.#IO,1.#IO
PINK LINE,45.3872,6.1,258,-7.846,-2.268,0,0,0,0,,4262.513,4268.646,1.#IO,1.#IO,133.145,96.028,1.#IO,1.#IO,12.401,12.722,1.#IO,1.#IO
PINK LINE,45.3872,6.1,259,-7.828,-2.288,0,0,0,0,,4262.189,4268.459,1.#IO,1.#IO,133.057,95.94,1.#IO,1.#IO,12.4,12.722,1.#IO,1.#IO
PINK LINE,45.387,6.3,260,-7.794,-2.308,0,0,0,0,,4261.846,4268.395,1.#IO,1.#IO,132.999,95.867,1.#IO,1.#IO,12.402,12.726,1.#IO,1.#IO
PINK LINE,45.387,6.3,261,-7.753,-2.324,0,0,0,0,,4261.428,4268.326,1.#IO,1.#IO,132.915,95.783,1.#IO,1.#IO,12.402,12.731,1.#IO,1.#IO
PINK LINE,45.387,6.3,262,-7.698,-2.344,0,0,0,0,,4261.178,4268.173,1.#IO,1.#IO,132.839,95.692,1.#IO,1.#IO,12.399,12.735,1.#IO,1.#IO
PINK LINE,45.387,6.3,263,-7.629,-2.361,0,0,0,0,,4260.988,4268.092,1.#IO,1.#IO,132.743,95.611,1.#IO,1.#IO,12.395,12.735,1.#IO,1.#IO
PINK LINE,45.387,6.3,264,-7.552,-2.377,0,0,0,0,,4260.866,4268.096,1.#IO,1.#IO,132.666,95.535,1.#IO,1.#IO,12.393,12.734,1.#IO,1.#IO
PINK LINE,45.387,6.3,265,-7.462,-2.392,0,0,0,0,,4260.849,4268.056,1.#IO,1.#IO,132.615,95.461,1.#IO,1.#IO,12.391,12.733,1.#IO,1.#IO
PINK LINE,45.387,6.3,266,-7.372,-2.409,0,0,0,0,,4260.662,4268.027,1.#IO,1.#IO,132.556,95.4,1.#IO,1.#IO,12.386,12.731,1.#IO,1.#IO
PINK LINE,45.387,6.3,267,-7.27,-2.424,0,0,0,0,,4260.404,4268.031,1.#IO,1.#IO,132.49,95.333,1.#IO,1.#IO,12.388,12.729,1.#IO,1.#IO
PINK LINE,45.387,6.3,268,-7.162,-2.437,0,0,0,0,,4260.268,4267.897,1.#IO,1.#IO,132.405,95.246,1.#IO,1.#IO,12.39,12.728,1.#IO,1.#IO
PINK LINE,45.387,6.3,269,-7.051,-2.452,0,0,0,0,,4260.202,4267.83,1.#IO,1.#IO,132.337,95.175,1.#IO,1.#IO,12.394,12.729,1.#IO,1.#IO
PINK LINE,45.3868,6.4,270,-6.932,-2.472,0,0,0,0,,4260.154,4267.792,1.#IO,1.#IO,132.275,95.115,1.#IO,1.#IO,12.395,12.728,1.#IO,1.#IO
PINK LINE,45.3868,6.4,271,-6.806,-2.489,0,0,0,0,,4260.119,4267.804,1.#IO,1.#IO,132.217,95.07,1.#IO,1.#IO,12.395,12.726,1.#IO,1.#IO
PINK LINE,45.3868,6.4,272,-6.674,-2.506,0,0,0,0,,4259.778,4267.768,1.#IO,1.#IO,132.149,95.007,1.#IO,1.#IO,12.393,12.722,1.#IO,1.#IO
PINK LINE,45.3868,6.4,273,-6.529,-2.521,0,0,0,0,,4259.59,4267.587,1.#IO,1.#IO,132.091,94.923,1.#IO,1.#IO,12.391,12.716,1.#IO,1.#IO
PINK LINE,45.3868,6.4,274,-6.382,-2.537,0,0,0,0,,4259.403,4267.483,1.#IO,1.#IO,132.033,94.85,1.#IO,1.#IO,12.395,12.712,1.#IO,1.#IO
PINK LINE,45.3868,6.4,275,-6.226,-2.553,0,0,0,0,,4259.194,4267.416,1.#IO,1.#IO,131.974,94.788,1.#IO,1.#IO,12.4,12.711,1.#IO,1.#IO
PINK LINE,45.3868,6.4,276,-6.063,-2.567,0,0,0,0,,4259.064,4267.338,1.#IO,1.#IO,131.901,94.724,1.#IO,1.#IO,12.405,12.709,1.#IO,1.#IO
PINK LINE,45.3868,6.4,277,-5.891,-2.581,0,0,0,0,,4258.893,4267.364,1.#IO,1.#IO,131.816,94.648,1.#IO,1.#IO,12.407,12.708,1.#IO,1.#IO
PINK LINE,45.3868,6.4,278,-5.713,-2.592,0,0,0,0,,4258.772,4267.403,1.#IO,1.#IO,131.746,94.573,1.#IO,1.#IO,12.411,12.707,1.#IO,1.#IO
PINK LINE,45.3868,6.4,279,-5.522,-2.604,0,0,0,0,,4258.696,4267.394,1.#IO,1.#IO,131.691,94.513,1.#IO,1.#IO,12.412,12.704,1.#IO,1.#IO
PINK LINE,45.3866,6.6,280,-5.327,-2.617,0,0,0,0,,4258.684,4267.331,1.#IO,1.#IO,131.654,94.444,1.#IO,1.#IO,12.412,12.701,1.#IO,1.#IO
PINK LINE,45.3866,6.6,281,-5.131,-2.627,0,0,0,0,,4258.702,4267.252,1.#IO,1.#IO,131.625,94.376,1.#IO,1.#IO,12.413,12.7,1.#IO,1.#IO
PINK LINE,45.3866,6.6,282,-4.935,-2.636,0,0,0,0,,4258.619,4267.021,1.#IO,1.#IO,131.57,94.316,1.#IO,1.#IO,12.41,12.701,1.#IO,1.#IO
PINK LINE,45.3866,6.6,283,-4.731,-2.647,0,0,0,0,,4258.536,4266.913,1.#IO,1.#IO,131.519,94.251,1.#IO,1.#IO,12.414,12.702,1.#IO,1.#IO
PINK LINE,45.3866,6.6,284,-4.529,-2.654,0,0,0,0,,4258.485,4266.727,1.#IO,1.#IO,131.48,94.199,1.#IO,1.#IO,12.416,12.704,1.#IO,1.#IO
PINK LINE,45.3866,6.6,285,-4.318,-2.667,0,0,0,0,,4258.402,4266.663,1.#IO,1.#IO,131.43,94.149,1.#IO,1.#IO,12.418,12.702,1.#IO,1.#IO
PINK LINE,45.3866,6.6,286,-4.104,-2.677,0,0,0,0,,4258.416,4266.634,1.#IO,1.#IO,131.378,94.102,1.#IO,1.#IO,12.418,12.7,1.#IO,1.#IO
PINK LINE,45.3866,6.6,287,-3.885,-2.688,0,0,0,0,,4258.463,4266.54,1.#IO,1.#IO,131.33,94.06,1.#IO,1.#IO,12.42,12.697,1.#IO,1.#IO
PINK LINE,45.3866,6.6,288,-3.657,-2.701,0,0,0,0,,4258.505,4266.431,1.#IO,1.#IO,131.286,94.007,1.#IO,1.#IO,12.42,12.697,1.#IO,1.#IO
PINK LINE,45.3866,6.6,289,-3.429,-2.712,0,0,0,0,,4258.361,4266.333,1.#IO,1.#IO,131.232,93.957,1.#IO,1.#IO,12.424,12.698,1.#IO,1.#IO
PINK LINE,45.3864,6.7,290,-3.188,-2.724,0,0,0,0,,4258.251,4266.211,1.#IO,1.#IO,131.167,93.913,1.#IO,1.#IO,12.425,12.698,1.#IO,1.#IO
PINK LINE,45.3864,6.7,291,-2.945,-2.732,0,0,0,0,,4258.032,4266.175,1.#IO,1.#IO,131.106,93.883,1.#IO,1.#IO,12.427,12.699,1.#IO,1.#IO
PINK LINE,45.3864,6.7,292,-2.686,-2.744,0,0,0,0,,4257.83,4266.085,1.#IO,1.#IO,131.049,93.836,1.#IO,1.#IO,12.427,12.7,1.#IO,1.#IO
PINK LINE,45.3864,6.7,293,-2.423,-2.756,0,0,0,0,,4257.64,4266.205,1.#IO,1.#IO,130.994,93.812,1.#IO,1.#IO,12.429,12.701,1.#IO,1.#IO
PINK LINE,45.3864,6.7,294,-2.155,-2.767,0,0,0,0,,4257.534,4266.222,1.#IO,1.#IO,130.966,93.756,1.#IO,1.#IO,12.436,12.702,1.#IO,1.#IO
PINK LINE,45.3864,6.7,295,-1.884,-2.778,0,0,0,0,,4257.461,4266.228,1.#IO,1.#IO,130.946,93.711,1.#IO,1.#IO,12.438,12.704,1.#IO,1.#IO
PINK LINE,45.3864,6.7,296,-1.635,-2.786,0,0,0,0,,4257.248,4266.246,1.#IO,1.#IO,130.896,93.665,1.#IO,1.#IO,12.442,12.706,1.#IO,1.#IO
PINK LINE,45.3864,6.7,297,-1.392,-2.803,0,0,0,0,,4257.279,4266.273,1.#IO,1.#IO,130.876,93.625,1.#IO,1.#IO,12.443,12.708,1.#IO,1.#IO
PINK LINE,45.3864,6.7,298,-1.168,-2.813,0,0,0,0,,4257.299,4266.351,1.#IO,1.#IO,130.856,93.612,1.#IO,1.#IO,12.447,12.709,1.#IO,1.#IO
PINK LINE,45.3864,6.7,299,-0.955,-2.822,0,0,0,0,,4257.353,4266.337,1.#IO,1.#IO,130.847,93.605,1.#IO,1.#IO,12.453,12.71,1.#IO,1.#IO
PINK LINE,45.3862,6.8,300,-0.756,-2.834,0,0,0,0,,4257.372,4266.281,1.#IO,1.#IO,130.83,93.598,1.#IO,1.#IO,12.458,12.711,1.#IO,1.#IO
PINK LINE,45.3862,6.8,301,-0.577,-2.841,0,0,0,0,,4257.379,4266.111,1.#IO,1.#IO,130.809,93.584,1.#IO,1.#IO,12.462,12.712,1.#IO,1.#IO
PINK LINE,45.3862,6.8,302,-0.408,-2.848,0,0,0,0,,4257.253,4266.03,1.#IO,1.#IO,130.814,93.585,1.#IO,1.#IO,12.465,12.712,1.#IO,1.#IO
